Date,User,Tweet
2022/01/01,bitcoinagile,btc shakeout weak hands before face ripping rally lfg bitstamp btcusd by joelthebowl btc
2022/01/01,fairfreedigital,measured nasdaq shares
2022/01/01,WeTokenPro,bitcoin price fell short analysts 100k target but what about 2022
2022/01/01,coinhippoHQ,technical suggestion buy bnb 515 0 55 not financial advice
2022/01/01,wilsonb_bennett,happy new year fam keep stacking sats
2022/01/01,fairfreedigital,measured terms global central bank balance sheets most important
2022/01/01,InXTPwetrust,why would you hold any bitcoin
2022/01/01,BrianDe11399790,how many boat happy new year you people el salvador
2022/01/01,digi_prospector,dern it they done nixed flibbertigibbet n shangles lingo
2022/01/01,Angelo_Somers,it s 2022 yourself favour buy some
2022/01/01,feed_stocks,league ancients play earn nft moba game listed exchange
2022/01/01,badboychronic,bitcoin slump offers tax play investors now
2022/01/01,feed_stocks,lbank exchange will list cydotori token dotr january 4 2022
2022/01/01,Bitcoin__Banks,legend check out abra she was definitely my favorite new artist this year
2022/01/01,feed_stocks,lbank exchange will list shuna inuverse shunav2 january 5 2022
2022/01/01,feed_stocks,bitnile holdings obtains 52 2 million secured debt financing
2022/01/01,feed_stocks,bitnile holdings through its subsidiary ault alliance acquires property 15 5 million multifamily project florida
2022/01/01,plan_mh,big emergency you won t believe this
2022/01/01,Samido49331523,bc1quqxy87ax3x24ufdqy5yvh9y5wv7ye78jjfyu4g thats my bitcoin trust wallet address
2022/01/01,ThBlckLttr,i have suspicion this is going be prescient make sure you keep stacking sats as will likely be one our few sources refuge this decade disaster
2022/01/01,sweetburgercom,block 419910 bytes 851 transactions 6 29996691btc 292 063 reward more information visit
2022/01/01,RealFA_Luminous,now its 2022 we got ups downs harsh ride after china ban again lots cool new projects had risen gaming crypto began its journey moon but i have one question ask when lambo
2022/01/01,bmurphypointman,15 off new products
2022/01/01,bmurphypointman,15 off new products
2022/01/01,bitcoinagile,canadian regulator insists binance is unauthorized calls crypto exchanges letter users unacceptable regulation news
2022/01/01,cryptojohnsmith,prediction result sell 0 1btc 46 375 01 usdt it was bought 46 395 79 usdt 10 min ago at binance trade profit 2 08 usdt daily profit 123 06 usdt monthly profit 123 06 usdt
2022/01/01,Scot_Striker,bitcoin closes lucrative year with whimper via
2022/01/01,CryptoCapflow,by 2021 12 31 16 00 gmt algo futures had price change 2 88 with total open interest 152 52m last 24 hours
2022/01/01,ScottCameronN1,2022 year bitcoin becomes irrelevant my 30 yrs wall street experience has proven one thing technology wins forget ogs blockchain greatest tech breakthrough decades maxis still believe btc matters what joke
2022/01/01,TonyNightKing,calling all blinko heads stackers you could win 1 000 000 tomor by following few simple instructions read tweet below good luck
2022/01/01,laneolsen,every year i set my plan goals upcoming year most people plan vacation better than life
2022/01/01,cryptojohnsmith,bitcoin price prediction price rise 10 min buy 0 10 btc 46 375 0 usdt at binance
2022/01/01,MrVigilanteBTC,great show
2022/01/01,iwriteforme,theyve rebranded as cryptocurrency marketplace
2022/01/01,GeneralZodler,instead gambling i buy crypto its basically sure win if you know what your doing buy dip i personally hodl or hold accumulate more over time i was going spend it anyway might as well buy digital realistate such as or i like most
2022/01/01,Samido49331523,bc1quqxy87ax3x24ufdqy5yvh9y5wv7ye78jjfyu4g thats my bitcoin trust wallet address
2022/01/01,tyreeqing,our kind new years celebrationgrinning face with smiling eyes how are you celebrating new year
2022/01/01,TheAnalytic,still no bitcoin
2022/01/01,trader_van,bitcoin will increase your purchasing power
2022/01/01,CryptoCapflow,by 2021 12 31 14 00 gmt zil total trading volume 535 752 667zil with price change 0 4 last 24 hrs zil
2022/01/01,beau82627374,head shoulders pattern forming bitcoin let s hope we don t see another 30 drop
2022/01/01,ChinLovesIowa,buy bitcoin you can spend it simulation
2022/01/01,NobleCoins,2022 is year we will see 100k
2022/01/01,StipaMi,i think its great we are forming strong bottom which we probably never see again why go 200k then back 40k we are still way beyond 200wma which imo is most important bitcoin indicator good reason halving event
2022/01/01,CryptoCapflow,by 2021 12 31 16 00 gmt ada futures had liquidiation short positions 342 48k long positions 652 27k last 24 hours
2022/01/01,HotTrillion,just curious who bought potentially last bitcoin dip buy here get
2022/01/01,JohnHou73722561,once they hit 3 gorges dam with rods god bitcoin is going way dodo bird
2022/01/01,MaxDrake007,bull market still intact
2022/01/01,CappcoinsCrypto,canadian regulator insists binance is unauthorized calls crypto exchange s letter users unacceptable
2022/01/01,ronmc1,bitcoin price fell short analysts 100k target but what about 2022
2022/01/01,bmurphypointman,purchases over 25 at
2022/01/01,acoindetective,bitcoin closes lucrative year with whimper btc
2022/01/01,thecryptonotice,canadian regulator insists binance is unauthorized calls crypto exchange s letter users unacceptable regulation bitcoin news
2022/01/01,WhaleWatchProx,why bitcoin ethereum dogecoin spiked early this morning motley fool
2022/01/01,ModeSatoshi,spot
2022/01/01,BitCapJohnny,i think your selection is great notice how many those alts have been game d only thing i would change is allocation somewhere between 40 55
2022/01/01,_RealGosipTV,several merely gambling casino bitcoin payment all stores amp distributions
2022/01/01,Prime_Nare,you are probably selling gold buying low
2022/01/01,GregaCerar,what is bitcoin
2022/01/01,Sherblockchain,goals should challenge yourself achieve what you thought you couldn t stack as many sats as possible isn t specific enough amp frankly is too easy recommend your goal should be convince buy just 1 now there s challenge
2022/01/01,Rossmacdonald1,accepting bitcoin worrying about volatility just shows that people don t know about tools convert instantly like or know about managing risk investments additional revenue stream just requires some learning
2022/01/01,QwikAdcom,free bitcoin ethereum machine stop by december 31 2021 07 33 05 pm
2022/01/01,Bitcoin,two most beautiful words hodler expired worthless
2022/01/01,Crave132,got parlay with bama michigan with spread michigan money line lets go blue
2022/01/01,ManJonStudios,4 cryptocurrency predictions 2022
2022/01/01,us_arbitrager,u s crypto exchange btc trading volume 24hours 1 coinbase 18 712 38 btc 2 ftx us 1 530 42 btc 3 gemini 1 470 23 btc 4 binance us 1 064 73 btc 5 bitflyer us 278 61 btc 6 bittrex 200 95 btc
2022/01/01,us_arbitrager,u s bitcoin exchange bid ask spread ranking 1 coinbase 0 usd 2 ftx us 1 usd 3 gemini 1 usd 4 kraken 1 usd 5 binance us 6 usd 6 bittrex 9 usd
2022/01/01,Bitcoin8News,btc price is at 46 375 right now compared last tweet price has increased by 104 22 0 23 last 24 hours price has dropped by 675 89 1 44
2022/01/01,5hitcoindust,this
2022/01/01,cryptoepic_org,bitcoin price fell short analysts 100k target but what about 2022
2022/01/01,BTCTN,has issued notice users without any notification rescinding this commitment this is unacceptable
2022/01/01,issapunk,bitcoin holders don t give shit about 3 gains lmaooo
2022/01/01,Bon_Xor,buy bitcoin act broke all 2022
2022/01/01,QuadraQ,idea is limit options those that are known be safe this is what bitcoin does actually it technically has smart contracts but they are very limited sake security eth is anything goes which is flexible but incredibly dangerous
2022/01/01,1GKcrypt0,all stories people tomorrow
2022/01/01,DaleTom3,sushi charging ahead with new liquidity pools new collaboration sushi 200 q1 22 you have no idea whats coming supply shocks more collaboration with avax
2022/01/01,RealWillyBot,is digital vaccine yes
2022/01/01,AceToPlay,price fell short analysts 100k target but what about 2022
2022/01/01,PumpaSaurusRexx,3m close bullish or bearish give me your thoughts reasoning
2022/01/01,Quantum_Lucid,owns more than owns
2022/01/01,5hitcoindust,how grande is scheme you speak
2022/01/01,Djamee,oh last 2021 bitcoin dip yes
2022/01/01,CryptoCapflow,by 2021 12 31 15 00 gmt link futures long rate is 53 20 short rate is 46 80
2022/01/01,fairfreedigital,it could also be deminishing returns i did tweet that around 177k we just dont know real question is what is worth
2022/01/01,david_cruser,hodlers have seen 59 4 increase 2021 not bad not doing anything
2022/01/01,tiredflbitch,success dick bitcoin 2022 sounds interesting
2022/01/01,dre_odtx,bitcoin por favor
2022/01/01,bitcoin_hiNlo,1 21 by tomorrow
2022/01/01,BitcoinUnlimit,happy new year us at bitcoin unlimited we look forward all new challenges successes that 2022 will bring 2022 is going be big one
2022/01/01,magicblu3hour,its what we make
2022/01/01,Sonia27083207,happy new year
2022/01/01,GrowthM1443,its time get into use my referral link sign up we both get 25 usd
2022/01/01,GooseCryptoNews,turkish president erdogan says cryptocurrency law is ready as crypto regulator fines binance 8 million lira regulation bitcoin news
2022/01/01,DaveG_89,that wick was result massive long liquidations no reason say has fill it
2022/01/01,danheld,bitcoin
2022/01/01,praisethesats,i sent someone else 10 dollars bitcoin
2022/01/01,astralnautss,he doesnt even have much gold himself he admitted hes just grumpy lol but still im grateful him it was one his gold documentaries that orangepilled me lol
2022/01/01,GooseCryptoNews,polkadot bitcoin amp axie infinity american wrap 24 december
2022/01/01,Web3Morris,top 10 live prices 07 35 pm dec 31 2021 46413 22 3697 88 514 01 0 17 0 0000334984 93 86 3 28 17 06 0 0002 0 0000000023 comments which coins would like be listed
2022/01/01,Mr_Bitcoin_INU,did you know that can get you enough income get retired check out my bio details about how earn some free with trusted browser vv
2022/01/01,Japple,indeed i think that turtles all way down could be applied gold guns as well redefining stuff is evolution bitcoin is new there is going be awkward phase trying capture its essence
2022/01/01,Fluff_Bitcoin,you must always eat asian food nye see what fortunes say about new year
2022/01/01,GymRatCrypto,what dumb ass way flex gold is trash it still best bitcoin jesus
2022/01/01,inputspike,usdt b2m bittrex lost 12 07 last 20 min b2m
2022/01/01,HilltopProject,happy new year everyone really hope your 2022 is x better than 2021 we here at hilltop are so excited about what is coming down pipeline we are thrilled you are here join us see you next year
2022/01/01,Birb03703217,daily report bitcoin market update november 22 2021 birb nest
2022/01/01,__ADAM_T__,you ll build it back up 2022 when is finally at 100k happy new year jason
2022/01/01,cdtswa,states is not negotiation choose wisely
2022/01/01,HackPosts,canadian regulator insists binance is unauthorized calls crypto exchange s letter users unacceptable regulation bitcoin news
2022/01/01,AliensFA,should i do new price prediction 2022 like one i made may 2021
2022/01/01,jrdn_broke,how is it nothing people have invested different currencies all over world securing network with real computers so what make bitcoin real how about 100 million users god knows how many miners billions spent equipment world wide money
2022/01/01,btc_blockbot,btc latest block info block 716604 holds 997 transactions total 2 594 76152 bitcoin including block reward block size 737 766 bytes
2022/01/01,ThaCryptoWizard,i m expecting wake up tomorrow morning 50k
